ts,phase,amps_A,vbus_V,vshunt_V,amps_raw_A,sign_factor
1759598967.336,idle1,0.461400,5.156,-4.614000e-02,-0.461400,-1
1759598967.436,idle1,0.521700,5.148,-5.217000e-02,-0.521700,-1
1759598967.536,idle1,0.502000,5.152,-5.020000e-02,-0.502000,-1
1759598967.636,idle1,0.463800,5.156,-4.638000e-02,-0.463800,-1
1759598967.736,idle1,0.461100,5.164,-4.611000e-02,-0.461100,-1
1759598967.836,idle1,0.448000,5.160,-4.480000e-02,-0.448000,-1
1759598967.936,idle1,0.462500,5.156,-4.625000e-02,-0.462500,-1
1759598968.036,idle1,0.512200,5.144,-5.122000e-02,-0.512200,-1
1759598968.136,idle1,0.553800,5.148,-5.538000e-02,-0.553800,-1
1759598968.236,idle1,0.456900,5.156,-4.569000e-02,-0.456900,-1
1759598968.337,idle1,0.460100,5.156,-4.601000e-02,-0.460100,-1
1759598968.437,idle1,0.457000,5.156,-4.570000e-02,-0.457000,-1
1759598968.537,idle1,0.469100,5.160,-4.691000e-02,-0.469100,-1
1759598968.637,idle1,0.448100,5.156,-4.481000e-02,-0.448100,-1
1759598968.737,idle1,0.475800,5.152,-4.758000e-02,-0.475800,-1
1759598968.837,idle1,0.497000,5.156,-4.970000e-02,-0.497000,-1
1759598968.937,idle1,0.454700,5.160,-4.547000e-02,-0.454700,-1
1759598969.037,idle1,0.461400,5.160,-4.614000e-02,-0.461400,-1
1759598969.137,idle1,0.462000,5.156,-4.620000e-02,-0.462000,-1
1759598969.238,idle1,0.460800,5.160,-4.608000e-02,-0.460800,-1
1759598969.338,idle1,0.460400,5.156,-4.604000e-02,-0.460400,-1
1759598969.438,idle1,0.486600,5.156,-4.866000e-02,-0.486600,-1
1759598969.538,idle1,0.455800,5.156,-4.558000e-02,-0.455800,-1
1759598969.638,idle1,0.450400,5.160,-4.504000e-02,-0.450400,-1
1759598969.738,idle1,0.466500,5.156,-4.665000e-02,-0.466500,-1
1759598969.838,idle1,0.464000,5.156,-4.640000e-02,-0.464000,-1
1759598969.938,idle1,0.453500,5.156,-4.535000e-02,-0.453500,-1
1759598970.038,idle1,0.468200,5.152,-4.682000e-02,-0.468200,-1
1759598970.139,idle1,0.476000,5.156,-4.760000e-02,-0.476000,-1
1759598970.239,idle1,0.579100,5.140,-5.791000e-02,-0.579100,-1
1759598970.339,idle1,0.519000,5.152,-5.190000e-02,-0.519000,-1
1759598970.439,idle1,0.496100,5.152,-4.961000e-02,-0.496100,-1
1759598970.539,idle1,0.463700,5.156,-4.637000e-02,-0.463700,-1
1759598970.639,idle1,0.471800,5.156,-4.718000e-02,-0.471800,-1
1759598970.739,idle1,0.486900,5.152,-4.869000e-02,-0.486900,-1
1759598970.839,idle1,0.498500,5.156,-4.985000e-02,-0.498500,-1
1759598970.939,idle1,0.460600,5.160,-4.606000e-02,-0.460600,-1
1759598971.040,idle1,0.461300,5.156,-4.613000e-02,-0.461300,-1
1759598971.140,idle1,0.462900,5.156,-4.629000e-02,-0.462900,-1
1759598971.240,idle1,0.457800,5.160,-4.578000e-02,-0.457800,-1
1759598971.340,idle1,0.480800,5.152,-4.808000e-02,-0.480800,-1
1759598971.440,idle1,0.493500,5.152,-4.935000e-02,-0.493500,-1
1759598971.540,idle1,0.470000,5.156,-4.700000e-02,-0.470000,-1
1759598971.640,idle1,0.447700,5.160,-4.477000e-02,-0.447700,-1
1759598971.740,idle1,0.460200,5.156,-4.602000e-02,-0.460200,-1
1759598971.840,idle1,0.469000,5.152,-4.690000e-02,-0.469000,-1
1759598971.941,idle1,0.468600,5.156,-4.686000e-02,-0.468600,-1
1759598972.041,idle1,0.477700,5.152,-4.777000e-02,-0.477700,-1
1759598972.141,idle1,0.484900,5.156,-4.849000e-02,-0.484900,-1
1759598972.241,idle1,0.461800,5.156,-4.618000e-02,-0.461800,-1
1759598972.341,idle1,0.451800,5.156,-4.518000e-02,-0.451800,-1
1759598972.441,idle1,0.507800,5.148,-5.078000e-02,-0.507800,-1
1759598972.541,idle1,0.510700,5.144,-5.107000e-02,-0.510700,-1
1759598972.641,idle1,0.527900,5.144,-5.279000e-02,-0.527900,-1
1759598972.741,idle1,0.509800,5.144,-5.098000e-02,-0.509800,-1
1759598972.842,idle1,0.482100,5.156,-4.821000e-02,-0.482100,-1
1759598972.942,idle1,0.446400,5.164,-4.464000e-02,-0.446400,-1
1759598973.042,idle1,0.458200,5.156,-4.582000e-02,-0.458200,-1
1759598973.142,idle1,0.454500,5.160,-4.545000e-02,-0.454500,-1
1759598973.242,idle1,0.457700,5.160,-4.577000e-02,-0.457700,-1
1759598973.342,idle1,0.465200,5.156,-4.652000e-02,-0.465200,-1
1759598973.442,idle1,0.466400,5.156,-4.664000e-02,-0.466400,-1
1759598973.542,idle1,0.461600,5.160,-4.616000e-02,-0.461600,-1
1759598973.642,idle1,0.456500,5.156,-4.565000e-02,-0.456500,-1
1759598973.742,idle1,0.451000,5.160,-4.510000e-02,-0.451000,-1
1759598973.843,idle1,0.443200,5.164,-4.432000e-02,-0.443200,-1
1759598973.943,idle1,0.474100,5.160,-4.741000e-02,-0.474100,-1
1759598974.043,idle1,0.489600,5.152,-4.896000e-02,-0.489600,-1
1759598974.143,idle1,0.485100,5.156,-4.851000e-02,-0.485100,-1
1759598974.243,idle1,0.458900,5.160,-4.589000e-02,-0.458900,-1
1759598974.343,idle1,0.455600,5.160,-4.556000e-02,-0.455600,-1
1759598974.443,idle1,0.454000,5.160,-4.540000e-02,-0.454000,-1
1759598974.543,idle1,0.471900,5.160,-4.719000e-02,-0.471900,-1
1759598974.643,idle1,0.472300,5.156,-4.723000e-02,-0.472300,-1
1759598974.745,idle1,0.532700,5.140,-5.327000e-02,-0.532700,-1
1759598974.844,idle1,0.535500,5.148,-5.355000e-02,-0.535500,-1
1759598974.944,idle1,0.514900,5.152,-5.149000e-02,-0.514900,-1
1759598975.044,idle1,0.449500,5.160,-4.495000e-02,-0.449500,-1
1759598975.144,idle1,0.460000,5.156,-4.600000e-02,-0.460000,-1
1759598975.244,idle1,0.466200,5.156,-4.662000e-02,-0.466200,-1
1759598975.344,idle1,0.492100,5.152,-4.921000e-02,-0.492100,-1
1759598975.444,idle1,0.493700,5.152,-4.937000e-02,-0.493700,-1
1759598975.544,idle1,0.450700,5.160,-4.507000e-02,-0.450700,-1
1759598975.645,idle1,0.461900,5.160,-4.619000e-02,-0.461900,-1
1759598975.745,idle1,0.508000,5.148,-5.080000e-02,-0.508000,-1
1759598975.845,idle1,0.455800,5.156,-4.558000e-02,-0.455800,-1
1759598975.945,idle1,0.463200,5.156,-4.632000e-02,-0.463200,-1
1759598976.045,idle1,0.503100,5.148,-5.031000e-02,-0.503100,-1
1759598976.145,idle1,0.505800,5.148,-5.058000e-02,-0.505800,-1
1759598976.245,idle1,0.479600,5.156,-4.796000e-02,-0.479600,-1
1759598976.345,idle1,0.457700,5.156,-4.577000e-02,-0.457700,-1
1759598976.446,idle1,0.450400,5.160,-4.504000e-02,-0.450400,-1
1759598976.546,idle1,0.459000,5.156,-4.590000e-02,-0.459000,-1
1759598976.646,idle1,0.466100,5.160,-4.661000e-02,-0.466100,-1
1759598976.746,idle1,0.508200,5.144,-5.082000e-02,-0.508200,-1
1759598976.846,idle1,0.541500,5.152,-5.415000e-02,-0.541500,-1
1759598976.946,idle1,0.550800,5.140,-5.508000e-02,-0.550800,-1
1759598977.046,idle1,0.519700,5.148,-5.197000e-02,-0.519700,-1
1759598977.146,idle1,0.508400,5.152,-5.084000e-02,-0.508400,-1
1759598977.246,idle1,0.461200,5.156,-4.612000e-02,-0.461200,-1
1759598977.347,idle1,0.487600,5.152,-4.876000e-02,-0.487600,-1
1759598977.447,idle1,0.496400,5.148,-4.964000e-02,-0.496400,-1
1759598977.547,idle1,0.486900,5.160,-4.869000e-02,-0.486900,-1
1759598977.647,idle1,0.455100,5.156,-4.551000e-02,-0.455100,-1
1759598977.747,idle1,0.462500,5.160,-4.625000e-02,-0.462500,-1
1759598977.847,idle1,0.459600,5.156,-4.596000e-02,-0.459600,-1
1759598977.947,idle1,0.461000,5.160,-4.610000e-02,-0.461000,-1
1759598978.047,idle1,0.448900,5.156,-4.489000e-02,-0.448900,-1
1759598978.147,idle1,0.472500,5.152,-4.725000e-02,-0.472500,-1
1759598978.247,idle1,0.465700,5.160,-4.657000e-02,-0.465700,-1
1759598978.348,idle1,0.503700,5.144,-5.037000e-02,-0.503700,-1
1759598978.448,idle1,0.572500,5.140,-5.725000e-02,-0.572500,-1
1759598978.548,idle1,0.794900,5.124,-7.949000e-02,-0.794900,-1
1759598978.648,idle1,0.646700,5.128,-6.467000e-02,-0.646700,-1
1759598978.748,idle1,0.542200,5.144,-5.422000e-02,-0.542200,-1
1759598978.848,idle1,0.526600,5.152,-5.266000e-02,-0.526600,-1
1759598978.948,idle1,0.509900,5.156,-5.099000e-02,-0.509900,-1
1759598979.048,idle1,0.514200,5.148,-5.142000e-02,-0.514200,-1
1759598979.149,idle1,0.688200,5.140,-6.882000e-02,-0.688200,-1
1759598979.249,idle1,0.618500,5.136,-6.185000e-02,-0.618500,-1
1759598979.349,idle1,0.569900,5.140,-5.699000e-02,-0.569900,-1
1759598979.449,idle1,0.712600,5.096,-7.126000e-02,-0.712600,-1
1759598979.549,idle1,0.555000,5.144,-5.550000e-02,-0.555000,-1
1759598979.649,idle1,0.588000,5.128,-5.880000e-02,-0.588000,-1
1759598979.749,idle1,0.545300,5.144,-5.453000e-02,-0.545300,-1
1759598979.849,idle1,0.551900,5.152,-5.519000e-02,-0.551900,-1
1759598979.949,idle1,0.571700,5.144,-5.717000e-02,-0.571700,-1
1759598980.049,idle1,0.650300,5.128,-6.503000e-02,-0.650300,-1
1759598980.149,idle1,0.654300,5.108,-6.543000e-02,-0.654300,-1
1759598980.250,idle1,0.669800,5.120,-6.698000e-02,-0.669800,-1
1759598980.349,idle1,0.557200,5.144,-5.572000e-02,-0.557200,-1
1759598980.450,idle1,0.551100,5.144,-5.511000e-02,-0.551100,-1
1759598980.550,idle1,0.546200,5.140,-5.462000e-02,-0.546200,-1
1759598980.650,idle1,0.559300,5.140,-5.593000e-02,-0.559300,-1
1759598980.750,idle1,0.558500,5.136,-5.585000e-02,-0.558500,-1
1759598980.850,idle1,0.547700,5.144,-5.477000e-02,-0.547700,-1
1759598980.950,idle1,0.540900,5.148,-5.409000e-02,-0.540900,-1
1759598981.050,idle1,0.546800,5.144,-5.468000e-02,-0.546800,-1
1759598981.150,idle1,0.549100,5.148,-5.491000e-02,-0.549100,-1
1759598981.250,idle1,0.549000,5.144,-5.490000e-02,-0.549000,-1
1759598981.350,idle1,0.546400,5.148,-5.464000e-02,-0.546400,-1
1759598981.450,idle1,0.662500,5.112,-6.625000e-02,-0.662500,-1
1759598981.550,idle1,0.548100,5.148,-5.481000e-02,-0.548100,-1
1759598981.650,idle1,0.543300,5.148,-5.433000e-02,-0.543300,-1
1759598981.751,idle1,0.678100,5.120,-6.781000e-02,-0.678100,-1
1759598981.851,idle1,0.541100,5.144,-5.411000e-02,-0.541100,-1
1759598981.951,idle1,0.575000,5.144,-5.750000e-02,-0.575000,-1
1759598982.051,idle1,0.591800,5.140,-5.918000e-02,-0.591800,-1
1759598982.151,idle1,0.541600,5.144,-5.416000e-02,-0.541600,-1
1759598982.251,idle1,0.549400,5.144,-5.494000e-02,-0.549400,-1
1759598982.351,idle1,0.541600,5.140,-5.416000e-02,-0.541600,-1
1759598982.451,idle1,0.546000,5.152,-5.460000e-02,-0.546000,-1
1759598982.551,idle1,0.578900,5.144,-5.789000e-02,-0.578900,-1
1759598982.651,idle1,0.573700,5.140,-5.737000e-02,-0.573700,-1
1759598982.751,idle1,0.541600,5.140,-5.416000e-02,-0.541600,-1
1759598982.851,idle1,0.546500,5.144,-5.465000e-02,-0.546500,-1
1759598982.951,idle1,0.547200,5.148,-5.472000e-02,-0.547200,-1
1759598983.051,idle1,0.548000,5.144,-5.480000e-02,-0.548000,-1
1759598983.151,idle1,0.560200,5.148,-5.602000e-02,-0.560200,-1
1759598983.252,idle1,0.566700,5.136,-5.667000e-02,-0.566700,-1
1759598983.352,idle1,0.574500,5.144,-5.745000e-02,-0.574500,-1
1759598983.452,idle1,0.552500,5.148,-5.525000e-02,-0.552500,-1
1759598983.552,idle1,0.510300,5.152,-5.103000e-02,-0.510300,-1
1759598983.652,idle1,0.583300,5.136,-5.833000e-02,-0.583300,-1
1759598983.753,idle1,0.572000,5.136,-5.720000e-02,-0.572000,-1
1759598983.852,idle1,0.548400,5.140,-5.484000e-02,-0.548400,-1
1759598983.953,idle1,0.535900,5.140,-5.359000e-02,-0.535900,-1
1759598984.053,idle1,0.507100,5.156,-5.071000e-02,-0.507100,-1
1759598984.153,idle1,0.448300,5.160,-4.483000e-02,-0.448300,-1
1759598984.253,idle1,0.421200,5.168,-4.212000e-02,-0.421200,-1
1759598984.353,idle1,0.411200,5.168,-4.112000e-02,-0.411200,-1
1759598984.453,idle1,0.409300,5.168,-4.093000e-02,-0.409300,-1
1759598984.553,idle1,0.419600,5.164,-4.196000e-02,-0.419600,-1
1759598984.653,idle1,0.422100,5.160,-4.221000e-02,-0.422100,-1
1759598984.753,idle1,0.423800,5.164,-4.238000e-02,-0.423800,-1
1759598984.854,idle1,0.417300,5.168,-4.173000e-02,-0.417300,-1
1759598984.954,idle1,0.406100,5.164,-4.061000e-02,-0.406100,-1
1759598985.054,idle1,0.463500,5.156,-4.635000e-02,-0.463500,-1
1759598985.154,idle1,0.490300,5.152,-4.903000e-02,-0.490300,-1
1759598985.254,idle1,0.490300,5.152,-4.903000e-02,-0.490300,-1
1759598985.354,idle1,0.458300,5.152,-4.583000e-02,-0.458300,-1
1759598985.454,idle1,0.463800,5.156,-4.638000e-02,-0.463800,-1
1759598985.554,idle1,0.465400,5.160,-4.654000e-02,-0.465400,-1
1759598985.654,idle1,0.459000,5.160,-4.590000e-02,-0.459000,-1
1759598985.755,idle1,0.477000,5.160,-4.770000e-02,-0.477000,-1
1759598985.855,idle1,0.472800,5.152,-4.728000e-02,-0.472800,-1
1759598985.955,idle1,0.542700,5.140,-5.427000e-02,-0.542700,-1
1759598986.055,idle1,0.522200,5.144,-5.222000e-02,-0.522200,-1
1759598986.155,idle1,0.521000,5.148,-5.210000e-02,-0.521000,-1
1759598986.255,idle1,0.456200,5.160,-4.562000e-02,-0.456200,-1
1759598986.355,idle1,0.460100,5.156,-4.601000e-02,-0.460100,-1
1759598986.455,idle1,0.484300,5.156,-4.843000e-02,-0.484300,-1
1759598986.555,idle1,0.485300,5.156,-4.853000e-02,-0.485300,-1
1759598986.656,idle1,0.443700,5.152,-4.437000e-02,-0.443700,-1
1759598986.756,idle1,0.460900,5.156,-4.609000e-02,-0.460900,-1
1759598986.856,idle1,0.515100,5.152,-5.151000e-02,-0.515100,-1
1759598986.956,idle1,0.462900,5.156,-4.629000e-02,-0.462900,-1
1759598987.056,idle1,0.469900,5.156,-4.699000e-02,-0.469900,-1
1759598987.156,idle1,0.488500,5.152,-4.885000e-02,-0.488500,-1
1759598987.256,idle1,0.485600,5.152,-4.856000e-02,-0.485600,-1
1759598987.356,idle1,0.461700,5.156,-4.617000e-02,-0.461700,-1
1759598987.456,idle1,0.454000,5.156,-4.540000e-02,-0.454000,-1
1759598987.557,idle1,0.445700,5.160,-4.457000e-02,-0.445700,-1
1759598987.657,idle1,0.462100,5.160,-4.621000e-02,-0.462100,-1
1759598987.757,idle1,0.457600,5.156,-4.576000e-02,-0.457600,-1
1759598987.857,idle1,0.457800,5.156,-4.578000e-02,-0.457800,-1
1759598987.957,idle1,0.475000,5.152,-4.750000e-02,-0.475000,-1
1759598988.057,idle1,0.471000,5.156,-4.710000e-02,-0.471000,-1
1759598988.157,idle1,0.473100,5.152,-4.731000e-02,-0.473100,-1
1759598988.257,idle1,0.518000,5.148,-5.180000e-02,-0.518000,-1
1759598988.357,idle1,0.514900,5.152,-5.149000e-02,-0.514900,-1
1759598988.458,idle1,0.469600,5.160,-4.696000e-02,-0.469600,-1
1759598988.558,idle1,0.488500,5.152,-4.885000e-02,-0.488500,-1
1759598988.658,idle1,0.465500,5.152,-4.655000e-02,-0.465500,-1
1759598988.758,idle1,0.459900,5.156,-4.599000e-02,-0.459900,-1
1759598988.858,idle1,0.475000,5.160,-4.750000e-02,-0.475000,-1
1759598988.958,idle1,0.462000,5.160,-4.620000e-02,-0.462000,-1
1759598989.058,idle1,0.471900,5.156,-4.719000e-02,-0.471900,-1
1759598989.158,idle1,0.480100,5.156,-4.801000e-02,-0.480100,-1
1759598989.258,idle1,0.452900,5.156,-4.529000e-02,-0.452900,-1
1759598989.359,idle1,0.466200,5.152,-4.662000e-02,-0.466200,-1
1759598989.459,idle1,0.464900,5.156,-4.649000e-02,-0.464900,-1
1759598989.559,idle1,0.464500,5.156,-4.645000e-02,-0.464500,-1
1759598989.659,idle1,0.458000,5.160,-4.580000e-02,-0.458000,-1
1759598989.759,idle1,0.485400,5.156,-4.854000e-02,-0.485400,-1
1759598989.859,idle1,0.487200,5.152,-4.872000e-02,-0.487200,-1
1759598989.959,idle1,0.463900,5.156,-4.639000e-02,-0.463900,-1
1759598990.059,idle1,0.449400,5.160,-4.494000e-02,-0.449400,-1
1759598990.159,idle1,0.464700,5.164,-4.647000e-02,-0.464700,-1
1759598990.259,idle1,0.422100,5.168,-4.221000e-02,-0.422100,-1
1759598990.360,idle1,0.439400,5.164,-4.394000e-02,-0.439400,-1
1759598990.462,idle1,0.494700,5.152,-4.947000e-02,-0.494700,-1
1759598990.560,idle1,0.494500,5.152,-4.945000e-02,-0.494500,-1
1759598990.660,idle1,0.474500,5.152,-4.745000e-02,-0.474500,-1
1759598990.760,idle1,0.420000,5.164,-4.200000e-02,-0.420000,-1
1759598990.860,idle1,0.461500,5.156,-4.615000e-02,-0.461500,-1
1759598990.960,idle1,0.444000,5.164,-4.440000e-02,-0.444000,-1
1759598991.060,idle1,0.449300,5.160,-4.493000e-02,-0.449300,-1
1759598991.160,idle1,0.481700,5.152,-4.817000e-02,-0.481700,-1
1759598991.260,idle1,0.460800,5.156,-4.608000e-02,-0.460800,-1
1759598991.361,idle1,0.456300,5.156,-4.563000e-02,-0.456300,-1
1759598991.461,idle1,0.538500,5.144,-5.385000e-02,-0.538500,-1
1759598991.561,idle1,0.590700,5.140,-5.907000e-02,-0.590700,-1
1759598991.661,idle1,0.521600,5.152,-5.216000e-02,-0.521600,-1
1759598991.761,idle1,0.477100,5.156,-4.771000e-02,-0.477100,-1
1759598991.861,idle1,0.463500,5.156,-4.635000e-02,-0.463500,-1
1759598991.961,idle1,0.450800,5.156,-4.508000e-02,-0.450800,-1
1759598992.061,idle1,0.462900,5.156,-4.629000e-02,-0.462900,-1
1759598992.162,idle1,0.460900,5.156,-4.609000e-02,-0.460900,-1
1759598992.262,idle1,0.468800,5.156,-4.688000e-02,-0.468800,-1
1759598992.362,idle1,0.526800,5.152,-5.268000e-02,-0.526800,-1
1759598992.462,idle1,0.458400,5.156,-4.584000e-02,-0.458400,-1
1759598992.562,idle1,0.455900,5.160,-4.559000e-02,-0.455900,-1
1759598992.662,idle1,0.495800,5.148,-4.958000e-02,-0.495800,-1
1759598992.762,idle1,0.508000,5.140,-5.080000e-02,-0.508000,-1
1759598992.862,idle1,0.527500,5.152,-5.275000e-02,-0.527500,-1
1759598992.963,idle1,0.464800,5.160,-4.648000e-02,-0.464800,-1
1759598993.063,idle1,0.489800,5.152,-4.898000e-02,-0.489800,-1
1759598993.163,idle1,0.441500,5.160,-4.415000e-02,-0.441500,-1
1759598993.263,idle1,0.414600,5.160,-4.146000e-02,-0.414600,-1
1759598993.425,load,0.591100,5.136,-5.911000e-02,-0.591100,-1
1759598993.524,load,1.034000,5.064,-1.034000e-01,-1.034000,-1
1759598993.624,load,1.043200,5.064,-1.043200e-01,-1.043200,-1
1759598993.724,load,1.040900,5.064,-1.040900e-01,-1.040900,-1
1759598993.824,load,1.056000,5.068,-1.056000e-01,-1.056000,-1
1759598993.924,load,1.079200,5.060,-1.079200e-01,-1.079200,-1
1759598994.025,load,1.080400,5.060,-1.080400e-01,-1.080400,-1
1759598994.125,load,1.073000,5.064,-1.073000e-01,-1.073000,-1
1759598994.225,load,1.051400,5.064,-1.051400e-01,-1.051400,-1
1759598994.325,load,1.061100,5.064,-1.061100e-01,-1.061100,-1
1759598994.425,load,1.057600,5.064,-1.057600e-01,-1.057600,-1
1759598994.525,load,1.055500,5.060,-1.055500e-01,-1.055500,-1
1759598994.625,load,1.071700,5.064,-1.071700e-01,-1.071700,-1
1759598994.725,load,1.061200,5.060,-1.061200e-01,-1.061200,-1
1759598994.825,load,1.058900,5.064,-1.058900e-01,-1.058900,-1
1759598994.925,load,1.061000,5.064,-1.061000e-01,-1.061000,-1
1759598995.025,load,1.055500,5.064,-1.055500e-01,-1.055500,-1
1759598995.125,load,1.112000,5.056,-1.112000e-01,-1.112000,-1
1759598995.225,load,1.093600,5.056,-1.093600e-01,-1.093600,-1
1759598995.325,load,1.070500,5.060,-1.070500e-01,-1.070500,-1
1759598995.425,load,1.043700,5.068,-1.043700e-01,-1.043700,-1
1759598995.526,load,1.053000,5.068,-1.053000e-01,-1.053000,-1
1759598995.626,load,1.062100,5.064,-1.062100e-01,-1.062100,-1
1759598995.726,load,1.056600,5.064,-1.056600e-01,-1.056600,-1
1759598995.826,load,1.061300,5.064,-1.061300e-01,-1.061300,-1
1759598995.926,load,1.054100,5.064,-1.054100e-01,-1.054100,-1
1759598996.026,load,1.060400,5.064,-1.060400e-01,-1.060400,-1
1759598996.126,load,1.060000,5.064,-1.060000e-01,-1.060000,-1
1759598996.226,load,1.068000,5.064,-1.068000e-01,-1.068000,-1
1759598996.326,load,1.054800,5.064,-1.054800e-01,-1.054800,-1
1759598996.426,load,1.083800,5.060,-1.083800e-01,-1.083800,-1
1759598996.526,load,1.092600,5.060,-1.092600e-01,-1.092600,-1
1759598996.630,load,1.070400,5.064,-1.070400e-01,-1.070400,-1
1759598996.730,load,1.092600,5.060,-1.092600e-01,-1.092600,-1
1759598996.830,load,1.069200,5.064,-1.069200e-01,-1.069200,-1
1759598996.930,load,1.054000,5.064,-1.054000e-01,-1.054000,-1
1759598997.030,load,1.077000,5.060,-1.077000e-01,-1.077000,-1
1759598997.130,load,1.067400,5.060,-1.067400e-01,-1.067400,-1
1759598997.231,load,1.083000,5.064,-1.083000e-01,-1.083000,-1
1759598997.331,load,1.072100,5.064,-1.072100e-01,-1.072100,-1
1759598997.431,load,1.069800,5.060,-1.069800e-01,-1.069800,-1
1759598997.531,load,1.068200,5.060,-1.068200e-01,-1.068200,-1
1759598997.631,load,1.066900,5.064,-1.066900e-01,-1.066900,-1
1759598997.731,load,1.050500,5.064,-1.050500e-01,-1.050500,-1
1759598997.831,load,1.057300,5.064,-1.057300e-01,-1.057300,-1
1759598997.931,load,1.179400,5.048,-1.179400e-01,-1.179400,-1
1759598998.031,load,1.102600,5.056,-1.102600e-01,-1.102600,-1
1759598998.131,load,1.071400,5.064,-1.071400e-01,-1.071400,-1
1759598998.231,load,1.074900,5.060,-1.074900e-01,-1.074900,-1
1759598998.331,load,1.077300,5.060,-1.077300e-01,-1.077300,-1
1759598998.431,load,1.057800,5.064,-1.057800e-01,-1.057800,-1
1759598998.531,load,1.076500,5.060,-1.076500e-01,-1.076500,-1
1759598998.631,load,1.084800,5.060,-1.084800e-01,-1.084800,-1
1759598998.731,load,1.094800,5.060,-1.094800e-01,-1.094800,-1
1759598998.831,load,1.066300,5.064,-1.066300e-01,-1.066300,-1
1759598998.932,load,1.067100,5.060,-1.067100e-01,-1.067100,-1
1759598999.032,load,1.068400,5.064,-1.068400e-01,-1.068400,-1
1759598999.132,load,1.071500,5.060,-1.071500e-01,-1.071500,-1
1759598999.232,load,1.055700,5.064,-1.055700e-01,-1.055700,-1
1759598999.332,load,1.039000,5.068,-1.039000e-01,-1.039000,-1
1759598999.434,load,1.197900,5.052,-1.197900e-01,-1.197900,-1
1759598999.534,load,1.068000,5.072,-1.068000e-01,-1.068000,-1
1759598999.634,load,1.028900,5.068,-1.028900e-01,-1.028900,-1
1759598999.734,load,1.024900,5.072,-1.024900e-01,-1.024900,-1
1759598999.834,load,1.025000,5.068,-1.025000e-01,-1.025000,-1
1759598999.935,load,1.025600,5.068,-1.025600e-01,-1.025600,-1
1759599000.035,load,1.060400,5.064,-1.060400e-01,-1.060400,-1
1759599000.135,load,1.078100,5.060,-1.078100e-01,-1.078100,-1
1759599000.235,load,1.054700,5.064,-1.054700e-01,-1.054700,-1
1759599000.335,load,1.076500,5.060,-1.076500e-01,-1.076500,-1
