timestamp_iso,timestamp_ns,suite,proxy_pid,cpu_percent,cpu_freq_mhz,cpu_temp_c,mem_used_mb,mem_percent,rekey_duration_ms
2025-09-30 12:11:40,1759234300184205435,unknown,,100.0,1800.0,51.6,213.9,7.5,
2025-09-30 12:11:40,1759234300284371839,unknown,,25.6,1800.0,51.6,220.3,7.6,
2025-09-30 12:11:40,1759234300384480800,unknown,,25.6,1800.0,53.0,224.7,7.7,
2025-09-30 12:11:40,1759234300484596815,unknown,,26.8,1800.0,50.6,227.7,7.8,
2025-09-30 12:11:40,1759234300584675998,unknown,,0.0,1800.0,51.6,227.9,7.8,
2025-09-30 12:11:40,1759234300684757143,unknown,,5.0,1800.0,50.6,228.4,7.8,
2025-09-30 12:11:40,1759234300784858159,unknown,,12.5,1800.0,51.1,229.3,7.9,
2025-09-30 12:11:40,1759234300884940656,unknown,,0.0,1800.0,50.1,229.4,7.9,
2025-09-30 12:11:40,1759234300985010543,unknown,,0.0,1800.0,51.6,229.4,7.9,
2025-09-30 12:11:41,1759234301085086281,unknown,,0.0,1800.0,51.1,229.4,7.9,
2025-09-30 12:11:41,1759234301185176427,unknown,,0.0,1800.0,50.6,229.4,7.9,
2025-09-30 12:11:41,1759234301285263720,cs-mlkem768-aesgcm-mldsa65,260218,13.2,1800.0,51.6,232.8,8.0,
2025-09-30 12:11:41,1759234301385341700,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.6,232.8,8.0,
2025-09-30 12:11:41,1759234301485414808,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,51.6,232.8,8.0,
2025-09-30 12:11:41,1759234301585489287,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,52.1,232.8,8.0,
2025-09-30 12:11:41,1759234301685570618,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.6,232.8,8.0,
2025-09-30 12:11:41,1759234301785642356,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 12:11:41,1759234301885699762,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,50.6,232.8,8.0,
2025-09-30 12:11:41,1759234301985773704,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,50.1,232.8,8.0,
2025-09-30 12:11:42,1759234302085818201,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 12:11:42,1759234302185889977,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 12:11:42,1759234302285967975,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,50.6,232.8,8.0,
2025-09-30 12:11:42,1759234302386038584,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 12:11:42,1759234302486085748,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 12:11:42,1759234302586159839,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.6,232.8,8.0,
2025-09-30 12:11:42,1759234302686232077,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 12:11:42,1759234302786304631,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,232.8,8.0,
2025-09-30 12:11:42,1759234302886376147,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,50.6,232.8,8.0,
2025-09-30 12:11:42,1759234302986459126,cs-mlkem768-aesgcm-mldsa65,260218,17.5,1800.0,50.6,233.3,8.0,
2025-09-30 12:11:43,1759234303086534847,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,233.3,8.0,
2025-09-30 12:11:43,1759234303186606623,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,233.3,8.0,
2025-09-30 12:11:43,1759234303286684287,cs-mlkem768-aesgcm-mldsa65,260218,5.0,1800.0,50.1,233.3,8.0,
2025-09-30 12:11:43,1759234303386755471,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,50.6,233.3,8.0,
2025-09-30 12:11:43,1759234303486836543,cs-mlkem768-aesgcm-mldsa65,260218,4.9,1800.0,51.1,233.3,8.0,
2025-09-30 12:11:43,1759234303586911541,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,49.6,233.3,8.0,
2025-09-30 12:11:43,1759234303686983020,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,233.3,8.0,
2025-09-30 12:11:43,1759234303787054315,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,233.3,8.0,
2025-09-30 12:11:43,1759234303887126054,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.6,233.3,8.0,
2025-09-30 12:11:43,1759234303987200126,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.6,233.3,8.0,
2025-09-30 12:11:44,1759234304087270809,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,50.6,233.3,8.0,
2025-09-30 12:11:44,1759234304187346345,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,233.3,8.0,
2025-09-30 12:11:44,1759234304287425639,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.6,233.3,8.0,
2025-09-30 12:11:44,1759234304387496656,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,233.3,8.0,
2025-09-30 12:11:44,1759234304487571025,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,52.1,233.3,8.0,
2025-09-30 12:11:44,1759234304587647820,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,233.6,8.0,
2025-09-30 12:11:44,1759234304687719725,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,233.6,8.0,
2025-09-30 12:11:44,1759234304787792872,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,233.6,8.0,
2025-09-30 12:11:44,1759234304887862500,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.6,233.6,8.0,
2025-09-30 12:11:44,1759234304987935017,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,233.6,8.0,
2025-09-30 12:11:45,1759234305088008608,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,50.6,233.6,8.0,
2025-09-30 12:11:45,1759234305188177273,cs-mlkem768-aesgcm-mldsa65,260218,2.6,1800.0,50.6,233.4,8.0,
2025-09-30 12:11:45,1759234305288251512,cs-mlkem768-aesgcm-mldsa65,260218,19.5,1800.0,51.1,233.4,8.0,
2025-09-30 12:11:45,1759234305388327159,cs-mlkem768-aesgcm-mldsa65,260218,4.9,1800.0,50.1,233.4,8.0,
2025-09-30 12:11:45,1759234305488402084,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,233.4,8.0,
2025-09-30 12:11:45,1759234305588479712,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,51.1,233.4,8.0,
2025-09-30 12:11:45,1759234305688561748,cs-mlkem768-aesgcm-mldsa65,260218,2.5,1800.0,51.1,233.4,8.0,
2025-09-30 12:11:45,1759234305788634450,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,233.4,8.0,
2025-09-30 12:11:45,1759234305888710615,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,50.6,233.4,8.0,
2025-09-30 12:11:45,1759234305988789391,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.1,233.4,8.0,
2025-09-30 12:11:46,1759234306088863261,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,49.6,233.7,8.0,
2025-09-30 12:11:46,1759234306188941648,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,50.6,233.7,8.0,
2025-09-30 12:11:46,1759234306289031851,cs-mlkem768-aesgcm-mldsa65,260218,2.6,1800.0,50.6,228.7,7.8,
2025-09-30 12:11:46,1759234306389105924,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.6,228.7,7.8,
2025-09-30 12:11:46,1759234306489670959,cs-mlkem768-aesgcm-mldsa65,260218,4.9,1800.0,50.1,228.7,7.8,
2025-09-30 12:11:46,1759234306589770365,cs-mlkem768-aesgcm-mldsa65,260218,35.1,1800.0,51.6,231.3,7.9,
2025-09-30 12:11:46,1759234306689875809,cs-mlkem768-aesgcm-mldsa65,260218,35.0,1800.0,52.5,231.8,7.9,
2025-09-30 12:11:46,1759234306789962715,cs-mlkem768-aesgcm-mldsa65,260218,32.5,1800.0,51.6,232.5,8.0,
2025-09-30 12:11:46,1759234306890037158,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,52.1,232.6,8.0,
2025-09-30 12:11:46,1759234306990111583,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,49.6,232.6,8.0,
2025-09-30 12:11:47,1759234307090185304,cs-mlkem768-aesgcm-mldsa65,260218,0.0,1800.0,51.6,232.6,8.0,
2025-09-30 12:11:47,1759234307190263155,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,51.1,232.6,8.0,
2025-09-30 12:11:47,1759234307290348284,cs-mlkem768-aesgcm-mldsa65,260218,13.2,1800.0,50.1,234.1,8.0,
2025-09-30 12:11:47,1759234307390418672,cs-mlkem768-aesgcm-mldsa65,260218,2.4,1800.0,51.1,234.1,8.0,
2025-09-30 12:11:47,1759234307490517838,cs-mlkem768-aesgcm-mldsa65,260218,15.8,1800.0,51.6,235.6,8.0,
