timestamp_iso,timestamp_ns,suite,proxy_pid,cpu_percent,cpu_freq_mhz,cpu_temp_c,mem_used_mb,mem_percent,rekey_duration_ms
2025-09-30 13:58:01,1759240681363339313,unknown,,100.0,1800.0,50.1,213.7,7.5,
2025-09-30 13:58:01,1759240681463763562,unknown,,35.9,1800.0,50.1,220.2,7.6,
2025-09-30 13:58:01,1759240681563895924,unknown,,30.8,1800.0,49.6,224.4,7.7,
2025-09-30 13:58:01,1759240681664018526,unknown,,27.5,1800.0,50.6,227.4,7.8,
2025-09-30 13:58:01,1759240681764105462,unknown,,5.0,1800.0,51.6,227.4,7.8,
2025-09-30 13:58:01,1759240681864189268,unknown,,2.5,1800.0,50.1,227.4,7.8,
2025-09-30 13:58:01,1759240681964278185,unknown,,0.0,1800.0,49.1,227.4,7.8,
2025-09-30 13:58:02,1759240682064360473,unknown,,0.0,1800.0,50.1,227.4,7.8,
2025-09-30 13:58:02,1759240682164429058,unknown,,4.8,1800.0,49.6,227.4,7.8,
2025-09-30 13:58:02,1759240682264504105,unknown,,0.0,1800.0,49.6,227.4,7.8,
2025-09-30 13:58:02,1759240682364579894,unknown,,0.0,1800.0,50.1,227.4,7.8,
2025-09-30 13:58:02,1759240682464675756,cs-mlkem768-aesgcm-mldsa65,324391,15.0,1800.0,51.1,232.8,8.0,
2025-09-30 13:58:02,1759240682564761952,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.6,232.8,8.0,
2025-09-30 13:58:02,1759240682664836574,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 13:58:02,1759240682764912621,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,50.1,232.8,8.0,
2025-09-30 13:58:02,1759240682864985724,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.6,232.8,8.0,
2025-09-30 13:58:02,1759240682965058976,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,50.6,232.8,8.0,
2025-09-30 13:58:03,1759240683065131283,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.1,232.8,8.0,
2025-09-30 13:58:03,1759240683165206813,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,48.7,232.8,8.0,
2025-09-30 13:58:03,1759240683265279306,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,49.6,232.8,8.0,
2025-09-30 13:58:03,1759240683365353873,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,51.1,232.8,8.0,
2025-09-30 13:58:03,1759240683465434662,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,50.1,232.8,8.0,
2025-09-30 13:58:03,1759240683565510599,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,50.1,232.8,8.0,
2025-09-30 13:58:03,1759240683665599481,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,49.6,232.8,8.0,
2025-09-30 13:58:03,1759240683765687029,cs-mlkem768-aesgcm-mldsa65,324391,13.2,1800.0,50.1,233.3,8.0,
2025-09-30 13:58:03,1759240683865760633,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,50.1,233.3,8.0,
2025-09-30 13:58:03,1759240683965834348,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,50.1,233.3,8.0,
2025-09-30 13:58:04,1759240684065908100,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.6,233.3,8.0,
2025-09-30 13:58:04,1759240684165984335,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.6,233.3,8.0,
2025-09-30 13:58:04,1759240684266058013,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.6,233.3,8.0,
2025-09-30 13:58:04,1759240684366138525,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,49.6,233.3,8.0,
2025-09-30 13:58:04,1759240684466187741,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,50.1,233.3,8.0,
2025-09-30 13:58:04,1759240684566260623,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.1,233.3,8.0,
2025-09-30 13:58:04,1759240684666335358,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,50.6,233.3,8.0,
2025-09-30 13:58:04,1759240684766409073,cs-mlkem768-aesgcm-mldsa65,324391,2.4,1800.0,50.6,233.3,8.0,
2025-09-30 13:58:04,1759240684866485456,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,49.1,233.3,8.0,
2025-09-30 13:58:04,1759240684966556875,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,50.1,233.3,8.0,
2025-09-30 13:58:05,1759240685066593166,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,50.6,233.3,8.0,
2025-09-30 13:58:05,1759240685166664734,cs-mlkem768-aesgcm-mldsa65,324391,0.0,1800.0,51.1,233.3,8.0,
2025-09-30 13:58:05,1759240685266739987,cs-mlkem768-aesgcm-mldsa65,324391,2.5,1800.0,50.1,233.3,8.0,
